trade_id,trade_ts,user_id,session_id,notional_usd,fee_usd
5030,2026-01-20 07:42:02.844475642,4247,25448,540.5,0.9729
5031,2026-01-18 10:40:38.525220718,4250,25464,60.32,0.1086
5032,2025-12-21 00:19:39.724810029,4250,25465,37.86,0.0681
5033,2025-11-05 15:31:56.850552891,4250,25466,404.2,0.7276
5034,2026-01-15 18:44:41.441706824,4252,25468,64.44,0.116
5035,2026-01-19 10:04:56.074293522,4252,25470,51.86,0.0933
5036,2026-01-24 15:21:15.665904121,4253,25474,92.64,0.1668
5037,2026-01-18 05:06:49.833632188,4253,25477,84.15,0.1515
5038,2026-01-25 00:03:08.982131571,4253,25480,49.8,0.0896
5039,2025-10-15 05:24:16.393597982,4255,25496,70.29,0.1265
5040,2026-01-11 01:16:08.038707335,4257,25506,83.08,0.1495
5041,2026-01-12 08:17:28.624293953,4259,25512,71.29,0.1283
5042,2026-01-01 09:46:17.344888808,4259,25516,75.63,0.1361
5043,2026-01-26 05:04:05.096189346,4261,25530,39.95,0.0719
5044,2026-01-25 13:42:30.761233572,4261,25531,116.15,0.2091
5045,2026-01-27 17:53:07.536231670,4261,25534,116.11,0.209
5046,2026-01-11 20:26:11.103703664,4262,25536,55.68,0.1002
5047,2026-01-26 21:12:22.518413035,4263,25545,77.4,0.1393
5048,2025-12-03 01:46:58.623095159,4264,25548,109.81,0.1977
5049,2026-01-18 11:19:03.210835096,4265,25552,37.27,0.0671
5050,2025-12-31 11:52:30.205198461,4265,25557,35.47,0.0638
5051,2025-11-27 13:54:29.965762093,4266,25562,129.57,0.2332
5052,2025-12-01 03:15:21.971181995,4268,25571,97.06,0.1747
5053,2026-01-25 11:20:31.999479714,4269,25576,193.95,0.3491
5054,2025-12-18 09:22:17.178917210,4271,25584,33.34,0.06
5055,2025-11-12 12:31:29.246954246,4271,25589,118.67,0.2136
5056,2025-11-08 13:54:29.004613785,4272,25595,1355.36,2.4396
5057,2026-01-22 00:32:29.180738272,4273,25598,185.89,0.3346
5058,2026-01-25 23:49:40.694628801,4273,25601,24.68,0.0444
5059,2025-12-04 20:05:29.880944369,4274,25605,46.41,0.0835
5060,2026-01-16 03:32:08.275982595,4277,25619,39.03,0.0703
5061,2026-01-24 00:50:54.217309627,4277,25627,74.41,0.1339
5062,2025-11-28 12:56:22.643922354,4279,25633,128.03,0.2305
5063,2026-01-11 07:04:23.565325156,4280,25637,133.86,0.2409
5064,2026-01-24 00:54:17.724668322,4281,25643,97.37,0.1753
5065,2025-12-04 09:31:41.067588493,4282,25650,86.24,0.1552
5066,2025-12-27 07:20:40.488768743,4282,25653,19.07,0.0343
5067,2026-01-26 23:33:19.901717929,4283,25655,157.82,0.2841
5068,2026-01-21 17:21:55.910308656,4285,25668,76.85,0.1383
5069,2026-01-21 13:57:53.248652674,4285,25671,99.46,0.179
5070,2025-12-23 08:43:45.427374082,4285,25672,84.8,0.1526
5071,2025-12-19 09:45:31.935360146,4286,25676,97.69,0.1758
5072,2026-01-28 02:29:51.378216472,4286,25677,57.39,0.1033
5073,2026-01-14 15:01:41.993403806,4286,25678,445.91,0.8026
5074,2026-01-23 01:32:48.058920105,4288,25688,330.84,0.5955
5075,2026-01-20 19:46:01.076628221,4288,25691,453.12,0.8156
5076,2026-01-08 07:15:09.826400164,4290,25701,204.22,0.3676
5077,2025-12-20 05:42:49.691674130,4291,25706,318.67,0.5736
5078,2025-10-23 14:46:33.885810543,4292,25710,118.74,0.2137
5079,2025-11-07 05:32:41.291448066,4293,25713,120.63,0.2171
5080,2025-12-10 05:06:36.041069339,4293,25718,33.22,0.0598
5081,2025-12-31 06:59:36.900203488,4293,25719,35.12,0.0632
5082,2025-12-27 08:57:39.108279018,4294,25722,65.56,0.118
5083,2025-12-03 18:25:27.651573408,4294,25723,78.63,0.1415
5084,2026-01-27 12:40:49.848330515,4295,25728,211.22,0.3802
5085,2026-01-26 03:42:00.535124757,4295,25729,739.1,1.3304
5086,2026-01-01 08:41:10.812854709,4298,25748,58.2,0.1048
5087,2025-12-10 12:12:11.127259790,4298,25750,82.02,0.1476
5088,2025-11-25 16:52:45.297687170,4299,25751,172.54,0.3106
5089,2025-12-29 23:54:58.786792751,4299,25752,106.76,0.1922
5090,2026-01-22 07:59:25.445795267,4299,25755,89.85,0.1617
5091,2026-01-27 18:33:28.482699894,4299,25756,567.5,1.0215
5092,2025-12-29 03:51:21.609580461,4300,25763,8.35,0.015
5093,2026-01-13 05:07:33.792896465,4300,25766,10.27,0.0185
5094,2025-12-03 12:19:01.641036301,4300,25767,269.87,0.4858
5095,2026-01-21 22:21:28.577157392,4301,25775,23.1,0.0416
5096,2026-01-15 12:28:51.239485730,4302,25776,32.54,0.0586
5097,2025-11-26 12:24:24.329133805,4302,25777,89.94,0.1619
5098,2026-01-23 11:13:43.061893966,4304,25789,239.58,0.4312
5099,2026-01-23 15:32:53.249394124,4304,25790,238.3,0.4289
5100,2025-12-13 22:53:49.108513595,4305,25792,631.02,1.1358
5101,2025-12-14 12:34:03.222260437,4305,25798,42.46,0.0764
5102,2026-01-05 08:37:01.406221169,4306,25804,21.05,0.0379
5103,2026-01-17 04:25:37.020193972,4307,25808,427.69,0.7698
5104,2025-11-24 17:17:29.998927291,4307,25811,341.32,0.6144
5105,2025-11-30 08:51:14.259781087,4308,25814,211.53,0.3808
5106,2026-01-10 19:43:15.772508917,4309,25817,14.21,0.0256
5107,2025-11-13 02:41:52.958527543,4311,25825,88.69,0.1596
5108,2025-12-30 10:36:48.644867981,4311,25828,308.45,0.5552
5109,2026-01-05 19:56:27.810527383,4312,25833,399.38,0.7189
5110,2026-01-28 14:37:45.226346623,4313,25838,1051.44,1.8926
5111,2025-11-30 02:19:12.729818503,4314,25840,975.86,1.7565
5112,2026-01-10 01:01:45.036489446,4316,25856,289.78,0.5216
5113,2026-01-25 19:12:59.261734592,4316,25858,92.07,0.1657
5114,2026-01-22 13:31:34.926036452,4318,25863,13.64,0.0246
5115,2026-01-22 18:50:53.970633276,4318,25864,104.27,0.1877
5116,2026-01-28 01:38:49.399094066,4318,25865,34.06,0.0613
5117,2026-01-16 07:40:32.826772884,4318,25866,111.13,0.2
5118,2026-01-17 13:35:19.688565484,4318,25867,101.01,0.1818
5119,2026-01-27 14:01:22.917645499,4318,25868,160.23,0.2884
5120,2026-01-12 10:04:40.452267032,4319,25872,1273.61,2.2925
5121,2026-01-26 17:31:32.772708308,4322,25880,103.51,0.1863
5122,2025-11-14 18:56:59.014338873,4323,25885,97.22,0.175
5123,2025-12-03 19:01:27.866653542,4324,25887,47.45,0.0854
5124,2025-12-12 11:28:53.612097510,4324,25892,245.11,0.4412
5125,2026-01-21 14:23:15.478871867,4324,25893,447.13,0.8048
5126,2025-11-24 21:45:32.248154903,4326,25903,21.3,0.0383
5127,2025-11-20 23:07:21.745598835,4326,25906,355.47,0.6398
5128,2026-01-01 08:52:46.857056684,4327,25911,200.09,0.3602
5129,2026-01-22 18:43:14.480471770,4327,25912,38.21,0.0688
5130,2025-11-14 01:00:14.105743743,4328,25913,112.3,0.2021
5131,2025-11-20 08:34:44.121637651,4328,25915,52.98,0.0954
5132,2025-11-25 10:51:35.113132444,4329,25921,107.37,0.1933
5133,2025-12-12 20:54:09.178649009,4331,25929,1332.74,2.3989
5134,2025-12-28 09:12:04.228289285,4332,25936,703.63,1.2665
5135,2026-01-20 12:36:04.117055893,4333,25942,457.67,0.8238
5136,2025-12-06 01:22:12.874862311,4334,25950,15.52,0.0279
5137,2026-01-02 01:56:14.564551130,4336,25962,311.8,0.5612
5138,2026-01-13 02:45:57.694276413,4336,25963,456.99,0.8226
5139,2026-01-15 19:36:45.716989960,4337,25967,25.05,0.0451
5140,2025-12-05 02:25:45.541661010,4337,25969,238.96,0.4301
5141,2026-01-26 12:40:04.241439022,4340,25984,103.53,0.1864
5142,2025-12-17 05:22:19.731767700,4341,25988,15.13,0.0272
5143,2025-11-21 13:24:13.552933449,4344,25998,64.4,0.1159
5144,2026-01-26 12:05:45.472859251,4346,26011,20.65,0.0372
5145,2026-01-07 11:10:44.369338670,4348,26021,194.0,0.3492
5146,2026-01-11 13:25:33.262623178,4350,26029,14.82,0.0267
5147,2026-01-27 11:56:31.756077658,4352,26039,506.74,0.9121
5148,2026-01-25 04:23:37.133060948,4353,26051,432.57,0.7786
5149,2025-11-28 09:21:32.891513270,4354,26057,436.22,0.7852
5150,2026-01-05 08:40:26.757254598,4355,26063,2903.54,5.2264
5151,2026-01-19 13:51:51.717128481,4355,26064,98.6,0.1775
5152,2026-01-24 17:14:50.302502009,4356,26068,135.67,0.2442
5153,2026-01-17 07:29:22.739463752,4357,26074,22.03,0.0397
5154,2025-12-08 03:54:45.356047042,4357,26075,206.59,0.3719
5155,2025-12-21 04:13:05.706119152,4357,26076,108.45,0.1952
5156,2025-12-12 09:39:18.124852520,4358,26080,103.13,0.1856
5157,2026-01-18 08:21:07.893483436,4359,26084,76.21,0.1372
5158,2026-01-20 08:05:36.411668907,4360,26085,92.24,0.166
5159,2026-01-19 21:34:06.298360804,4361,26092,102.1,0.1838
5160,2026-01-28 22:33:50.251525634,4363,26103,393.34,0.708
5161,2026-01-17 00:34:12.244324425,4364,26108,256.62,0.4619
5162,2026-01-05 13:56:34.411446965,4365,26116,42.09,0.0758
5163,2025-12-14 16:37:27.852361094,4373,26142,31.47,0.0566
5164,2026-01-10 07:34:59.398903025,4373,26143,377.02,0.6786
5165,2026-01-09 03:28:15.566975421,4373,26146,114.14,0.2055
5166,2026-01-24 07:19:36.193791714,4374,26150,353.39,0.6361
5167,2025-12-31 21:04:26.055951896,4375,26157,107.19,0.1929
5168,2025-11-06 23:43:15.866245878,4376,26160,119.05,0.2143
5169,2025-12-10 13:33:38.188351576,4377,26167,100.93,0.1817
5170,2026-01-20 04:00:58.686352443,4379,26177,91.78,0.1652
5171,2025-11-12 08:44:24.991987742,4381,26184,249.17,0.4485
5172,2025-11-16 01:44:05.416599272,4381,26187,91.89,0.1654
5173,2025-11-21 19:24:47.088734718,4381,26189,49.12,0.0884
5174,2026-01-05 23:28:18.755444026,4382,26192,59.12,0.1064
5175,2026-01-04 04:23:56.099710372,4382,26194,90.48,0.1629
5176,2026-01-10 14:23:29.232416216,4384,26204,487.98,0.8784
5177,2026-01-20 21:25:36.517500030,4385,26209,15.89,0.0286
5178,2026-01-21 23:52:50.892903399,4385,26212,68.52,0.1233
5179,2025-12-06 15:59:39.699358033,4386,26216,52.16,0.0939
5180,2026-01-26 05:09:15.143280835,4389,26231,64.16,0.1155
5181,2026-01-26 02:26:29.752273812,4390,26233,24.71,0.0445
5182,2026-01-08 05:09:51.589623545,4390,26235,248.72,0.4477
5183,2026-01-15 14:38:05.318139818,4390,26237,102.49,0.1845
5184,2025-11-07 09:11:20.466588737,4393,26251,62.87,0.1132
5185,2025-12-06 10:27:07.965001379,4393,26252,74.38,0.1339
5186,2026-01-18 10:00:44.821388235,4393,26259,82.46,0.1484
5187,2025-12-30 07:23:48.577183026,4394,26268,125.3,0.2255
5188,2025-10-07 07:25:48.161312381,4396,26273,583.57,1.0504
5189,2025-12-04 22:09:47.802156805,4397,26276,1088.21,1.9588
5190,2026-01-28 23:55:23.310852634,4397,26281,364.03,0.6553
5191,2026-01-25 22:29:34.535848121,4400,26293,116.89,0.2104
5192,2025-12-21 02:49:37.577742662,4400,26296,61.85,0.1113
5193,2025-12-28 11:31:03.962699819,4404,26314,217.18,0.3909
5194,2026-01-02 13:51:12.069691646,4404,26319,841.32,1.5144
5195,2026-01-09 12:31:02.408839142,4404,26322,537.93,0.9683
5196,2026-01-05 22:35:23.448999793,4406,26331,305.63,0.5501
5197,2026-01-03 08:13:30.425923276,4407,26333,601.92,1.0835
5198,2026-01-09 20:04:24.395984773,4407,26334,68.7,0.1237
5199,2026-01-13 11:10:55.665188967,4408,26338,152.13,0.2738
5200,2025-12-14 00:12:32.511983657,4408,26341,288.44,0.5192
5201,2026-01-15 23:29:54.015038118,4410,26353,374.7,0.6745
5202,2026-01-08 09:07:07.100700427,4411,26357,55.08,0.0991
5203,2025-12-07 17:06:26.488591383,4412,26358,82.84,0.1491
5204,2026-01-10 06:51:38.904952147,4413,26363,53.74,0.0967
5205,2025-12-19 03:14:23.580849806,4416,26379,462.5,0.8325
5206,2025-10-05 08:04:08.114096303,4418,26386,91.47,0.1646
5207,2026-01-13 08:14:38.977728473,4418,26387,43.89,0.079
5208,2026-01-10 13:20:58.083164041,4419,26391,121.0,0.2178
5209,2026-01-09 22:16:16.662223199,4420,26392,28.09,0.0506
5210,2026-01-14 05:35:40.644054419,4420,26393,125.74,0.2263
5211,2025-11-23 15:48:19.587597806,4420,26394,65.57,0.118
5212,2025-10-28 14:19:19.045909065,4421,26403,242.55,0.4366
5213,2025-12-17 19:09:44.775424794,4422,26404,125.0,0.225
5214,2026-01-21 21:16:54.194078999,4423,26407,137.84,0.2481
5215,2026-01-07 12:50:10.020893728,4423,26408,447.35,0.8052
5216,2026-01-12 22:44:36.768405265,4423,26409,18.09,0.0326
5217,2025-12-12 10:35:25.133880438,4424,26414,86.69,0.156
5218,2026-01-28 00:16:29.315682132,4426,26421,79.79,0.1436
5219,2026-01-18 02:17:42.560348262,4426,26422,433.23,0.7798
5220,2026-01-06 22:47:21.890897545,4426,26426,462.73,0.8329
5221,2025-12-22 19:53:59.972970683,4427,26428,123.78,0.2228
5222,2025-11-19 10:59:03.407341994,4428,26431,19.11,0.0344
5223,2025-11-15 21:02:39.763952383,4428,26436,316.34,0.5694
5224,2025-12-03 11:02:54.645728252,4429,26438,46.32,0.0834
5225,2026-01-14 06:37:40.156500659,4432,26448,79.5,0.1431
5226,2025-12-28 11:15:40.576815002,4433,26461,58.25,0.1048
5227,2025-11-24 23:14:23.885761117,4433,26465,2621.73,4.7191
5228,2026-01-14 01:01:33.130723983,4434,26473,298.51,0.5373
5229,2026-01-18 11:33:56.561988016,4435,26476,804.31,1.4478
5230,2026-01-23 17:16:29.886733419,4436,26482,109.78,0.1976
5231,2026-01-13 00:42:12.250082948,4436,26483,102.92,0.1853
5232,2026-01-10 19:22:38.490894644,4436,26487,42.07,0.0757
5233,2026-01-18 07:02:05.136706919,4437,26488,154.33,0.2778
5234,2026-01-09 21:44:05.585416720,4437,26491,11.6,0.0209
5235,2025-11-26 12:01:54.723423545,4439,26503,622.96,1.1213
5236,2025-12-03 09:40:36.794540808,4441,26522,134.92,0.2429
5237,2025-12-08 01:37:57.951961485,4442,26525,167.54,0.3016
5238,2025-12-20 12:35:45.590726815,4443,26532,927.09,1.6688
5239,2025-12-20 08:02:09.144204738,4443,26533,298.64,0.5376
5240,2025-12-14 07:29:06.569834310,4444,26538,248.6,0.4475
5241,2025-12-12 14:24:45.484301952,4445,26543,85.12,0.1532
5242,2025-11-01 12:28:25.278111869,4445,26544,590.34,1.0626
5243,2025-11-05 23:47:34.636651380,4446,26549,66.48,0.1197
5244,2026-01-23 05:02:33.814394472,4446,26551,118.32,0.213
5245,2026-01-01 16:29:00.832753009,4447,26556,121.88,0.2194
5246,2026-01-24 22:19:15.208245080,4450,26567,462.09,0.8318
5247,2025-12-15 22:25:09.938664069,4450,26569,114.72,0.2065
5248,2026-01-28 21:42:11.379227193,4453,26583,215.53,0.388
5249,2025-12-21 21:02:59.792099562,4454,26586,353.93,0.6371
5250,2025-12-15 08:56:44.438626508,4455,26590,245.47,0.4418
5251,2025-12-30 13:23:51.077885991,4457,26602,672.97,1.2113
5252,2026-01-23 13:47:35.789020891,4458,26603,189.18,0.3405
5253,2026-01-11 17:52:53.987545163,4460,26612,222.36,0.4002
5254,2026-01-11 15:56:01.080483315,4460,26616,172.15,0.3099
5255,2025-11-23 15:50:25.524710458,4461,26619,190.51,0.3429
5256,2026-01-15 20:09:11.799986237,4461,26621,103.82,0.1869
5257,2026-01-02 02:16:29.498986118,4461,26626,235.48,0.4239
5258,2026-01-18 14:46:04.158856300,4461,26628,392.16,0.7059
5259,2025-12-16 13:52:23.972882375,4462,26630,48.86,0.0879
5260,2026-01-25 15:58:44.599554160,4462,26633,92.43,0.1664
5261,2026-01-02 07:05:57.226555538,4462,26636,26.15,0.0471
5262,2025-12-05 01:41:13.247741815,4464,26651,99.08,0.1783
5263,2025-11-19 20:29:01.095572903,4464,26652,96.83,0.1743
5264,2025-11-07 00:06:09.037390713,4464,26653,184.43,0.332
5265,2026-01-26 23:58:39.224994424,4466,26664,281.97,0.5075
5266,2026-01-02 07:35:24.636532812,4467,26670,177.85,0.3201
5267,2025-10-25 07:20:17.892417582,4469,26686,179.64,0.3234
5268,2025-12-17 10:08:26.476339204,4471,26697,122.33,0.2202
5269,2025-11-24 08:49:02.912420828,4472,26704,184.97,0.3329
5270,2026-01-13 02:25:50.209280887,4472,26706,72.45,0.1304
5271,2026-01-25 05:34:42.770181647,4473,26709,31.66,0.057
5272,2026-01-27 14:34:30.490615327,4475,26719,162.3,0.2921
5273,2025-11-05 16:57:03.537608791,4478,26729,425.32,0.7656
5274,2025-10-29 20:07:59.187164823,4478,26731,156.5,0.2817
5275,2026-01-25 10:23:09.120895923,4480,26739,30.4,0.0547
5276,2025-12-01 00:22:14.517957319,4481,26741,23.0,0.0414
5277,2026-01-01 04:44:52.131383321,4481,26742,209.44,0.377
5278,2026-01-04 06:41:19.279718065,4481,26743,62.94,0.1133
5279,2025-12-16 02:54:41.409013825,4481,26749,22.27,0.0401
5280,2025-11-26 17:50:34.088305752,4482,26757,105.92,0.1907
5281,2025-11-16 06:54:19.782439383,4483,26761,112.05,0.2017
5282,2025-12-24 06:08:23.040552120,4483,26762,119.96,0.2159
5283,2026-01-20 22:00:35.576929460,4484,26766,244.02,0.4392
5284,2026-01-17 16:31:51.914329688,4485,26769,161.26,0.2903
5285,2025-12-20 05:03:00.467907535,4485,26772,128.35,0.231
5286,2025-12-08 14:20:39.769470386,4486,26782,34.37,0.0619
5287,2026-01-16 13:37:11.595843387,4488,26792,240.15,0.4323
5288,2025-12-15 20:36:07.585857946,4488,26793,188.23,0.3388
5289,2025-12-16 00:20:23.955255197,4488,26794,112.65,0.2028
5290,2025-12-16 20:38:34.435375145,4489,26804,157.63,0.2837
5291,2026-01-28 11:10:46.476473831,4490,26805,107.89,0.1942
5292,2025-12-08 04:00:37.023530648,4490,26808,53.76,0.0968
5293,2025-11-24 10:08:23.015094407,4491,26812,30.95,0.0557
5294,2025-11-19 04:15:41.082201237,4491,26813,177.66,0.3198
5295,2025-10-21 16:27:39.710995651,4491,26816,19.74,0.0355
5296,2025-12-24 13:41:45.167120658,4492,26819,214.11,0.3854
5297,2025-12-26 20:16:23.763309652,4493,26827,32.72,0.0589
5298,2026-01-22 08:19:01.898143113,4493,26828,130.19,0.2343
5299,2026-01-14 22:23:22.418561210,4494,26832,213.38,0.3841
5300,2026-01-09 13:24:45.602737932,4495,26834,139.68,0.2514
5301,2026-01-23 13:48:42.316909195,4495,26835,25.17,0.0453
5302,2025-12-03 01:54:40.701342526,4495,26836,86.72,0.1561
5303,2025-11-11 05:53:25.434331194,4498,26851,96.08,0.1729
5304,2026-01-25 06:08:16.109314758,4499,26858,82.12,0.1478
5305,2026-01-26 05:51:31.149664078,4500,26864,22.96,0.0413
5306,2026-01-25 07:08:46.048146139,4500,26866,109.57,0.1972
5307,2026-01-07 16:36:17.067341673,4502,26873,113.81,0.2049
5308,2025-10-13 10:01:35.330253869,4503,26885,197.15,0.3549
5309,2026-01-22 05:06:23.297391400,4505,26905,73.02,0.1314
5310,2025-11-23 06:09:52.676956031,4506,26908,98.25,0.1768
5311,2026-01-24 23:13:23.472113926,4508,26921,377.69,0.6798
5312,2026-01-07 05:15:16.339887392,4508,26925,135.55,0.244
5313,2025-11-19 10:31:59.571534192,4510,26931,170.63,0.3071
5314,2025-12-11 03:49:18.217786687,4511,26940,489.78,0.8816
5315,2025-12-11 16:53:39.516949675,4511,26942,1137.28,2.0471
5316,2026-01-20 00:30:25.853763747,4513,26954,123.28,0.2219
5317,2025-12-09 04:20:37.869225024,4513,26955,614.53,1.1062
5318,2025-12-21 13:34:27.741255944,4513,26956,67.51,0.1215
5319,2026-01-16 08:05:28.317365240,4515,26967,451.21,0.8122
5320,2026-01-16 23:00:21.227851092,4515,26968,92.63,0.1667
5321,2025-11-13 16:52:56.347943473,4517,26975,89.09,0.1604
5322,2025-12-12 16:44:19.522466547,4518,26977,175.26,0.3155
5323,2026-01-24 19:32:33.962914358,4519,26984,103.38,0.1861
5324,2026-01-21 23:11:15.079868557,4519,26988,41.04,0.0739
5325,2026-01-21 23:24:10.166347428,4519,26990,26.62,0.0479
5326,2026-01-20 02:59:30.500400763,4520,26991,211.3,0.3803
5327,2025-12-04 11:31:49.938504283,4523,27008,99.68,0.1794
5328,2026-01-28 18:56:29.921876810,4523,27011,32.57,0.0586
5329,2026-01-28 15:53:02.417159081,4524,27020,100.24,0.1804
5330,2026-01-11 18:58:34.814781478,4525,27024,1183.71,2.1307
5331,2026-01-19 02:55:31.817485918,4525,27027,64.46,0.116
5332,2026-01-23 07:55:34.037491691,4526,27033,240.15,0.4323
5333,2026-01-13 04:27:39.760632585,4526,27035,111.46,0.2006
5334,2025-12-18 21:07:21.053935760,4529,27049,120.66,0.2172
5335,2025-12-01 23:22:13.679990784,4529,27053,189.64,0.3414
5336,2025-10-17 01:56:00.525589082,4530,27057,203.83,0.3669
5337,2026-01-23 17:33:04.103588442,4531,27063,19.22,0.0346
5338,2025-12-07 09:15:36.922935281,4533,27078,129.25,0.2326
5339,2026-01-12 10:14:24.795035681,4533,27082,263.7,0.4747
5340,2026-01-28 14:58:41.139843265,4534,27084,182.88,0.3292
5341,2026-01-27 00:14:38.408075265,4534,27089,289.09,0.5204
5342,2025-12-20 07:06:56.323744852,4536,27096,487.56,0.8776
5343,2026-01-10 14:02:12.160729561,4536,27097,255.71,0.4603
5344,2025-12-08 10:20:11.427363338,4536,27099,654.29,1.1777
5345,2025-12-22 05:05:34.124588967,4536,27100,115.36,0.2076
5346,2025-12-06 03:43:59.581118419,4536,27103,105.0,0.189
5347,2026-01-05 09:54:00.929775865,4537,27108,1343.85,2.4189
5348,2026-01-28 09:57:07.694426414,4538,27111,24.96,0.0449
5349,2026-01-18 08:42:55.104540056,4538,27113,74.25,0.1336
5350,2025-12-09 23:08:31.483120010,4539,27116,58.61,0.1055
5351,2025-12-03 16:41:00.500822612,4542,27132,54.2,0.0976
5352,2025-11-11 05:32:12.174063924,4543,27139,202.23,0.364
5353,2026-01-26 06:59:11.192356138,4544,27148,69.74,0.1255
5354,2026-01-27 02:26:00.528960596,4544,27149,700.85,1.2615
5355,2026-01-28 17:46:34.794956948,4544,27152,168.5,0.3033
5356,2025-12-07 06:47:36.439659477,4545,27157,96.02,0.1728
5357,2026-01-16 21:29:59.386928856,4547,27165,94.57,0.1702
5358,2026-01-20 05:25:02.781502552,4547,27166,157.51,0.2835
5359,2026-01-12 21:10:55.977452760,4547,27169,1030.08,1.8541
5360,2026-01-09 04:04:49.333778797,4548,27176,397.06,0.7147
5361,2025-11-28 07:56:24.140795459,4549,27179,60.79,0.1094
5362,2026-01-06 02:31:15.351701320,4552,27202,266.52,0.4797
5363,2025-12-28 11:09:57.158932780,4553,27209,138.65,0.2496
5364,2026-01-09 04:44:11.497108388,4554,27214,112.7,0.2029
5365,2026-01-24 19:42:48.742573557,4557,27229,165.11,0.2972
5366,2025-10-29 17:08:29.504033542,4558,27238,7.18,0.0129
5367,2026-01-23 20:11:54.036938856,4559,27247,69.51,0.1251
5368,2025-12-18 11:36:06.982423237,4561,27257,129.58,0.2332
5369,2026-01-07 00:36:24.799367368,4561,27260,508.63,0.9155
5370,2026-01-26 12:15:06.506698820,4562,27264,80.67,0.1452
5371,2025-12-12 07:01:59.945815970,4563,27269,136.91,0.2464
5372,2026-01-18 19:58:50.220411738,4564,27273,365.26,0.6575
5373,2026-01-22 13:15:57.854307967,4564,27275,388.35,0.699
5374,2026-01-24 15:38:49.072314721,4566,27283,52.08,0.0937
5375,2026-01-26 09:10:02.421673122,4566,27285,258.36,0.465
5376,2026-01-23 22:56:42.396309699,4566,27286,351.21,0.6322
5377,2026-01-10 00:13:18.451381173,4569,27299,1508.46,2.7152
5378,2026-01-02 14:46:12.047281973,4569,27300,283.7,0.5107
5379,2026-01-17 07:09:19.479268845,4571,27305,123.33,0.222
5380,2026-01-18 19:07:36.693174286,4572,27312,74.78,0.1346
5381,2025-11-26 12:10:16.446375987,4572,27313,1366.79,2.4602
5382,2026-01-13 23:44:54.022932138,4573,27319,115.91,0.2086
5383,2026-01-25 04:57:50.176600147,4575,27330,162.04,0.2917
5384,2026-01-22 23:09:19.754346907,4575,27331,62.22,0.112
5385,2025-12-13 08:15:57.871913447,4577,27342,136.48,0.2457
5386,2026-01-24 11:59:21.361693838,4577,27346,106.48,0.1917
5387,2026-01-07 00:25:32.459376949,4577,27351,261.32,0.4704
5388,2026-01-13 05:30:08.864525769,4579,27358,799.92,1.4399
5389,2026-01-02 23:29:50.883687386,4579,27361,628.62,1.1315
5390,2026-01-21 03:30:45.127711132,4581,27368,18.47,0.0332
5391,2026-01-05 06:15:19.425015210,4583,27376,1597.59,2.8757
5392,2026-01-18 17:28:09.780674865,4584,27384,41.63,0.0749
5393,2026-01-22 03:30:48.424653964,4584,27386,200.19,0.3603
5394,2026-01-27 06:02:25.998698688,4584,27388,53.33,0.096
5395,2026-01-02 07:29:07.980050001,4585,27391,73.04,0.1315
5396,2026-01-02 22:51:43.571316318,4587,27400,56.23,0.1012
5397,2025-12-30 22:44:15.421062041,4587,27403,126.73,0.2281
5398,2025-12-13 09:12:01.671690024,4588,27404,138.45,0.2492
5399,2026-01-26 00:30:07.228863178,4589,27412,329.66,0.5934
5400,2025-12-08 05:30:11.326813207,4590,27414,675.13,1.2152
5401,2025-12-28 18:34:28.058534958,4592,27423,38.01,0.0684
5402,2026-01-18 17:21:32.759123329,4592,27424,231.21,0.4162
5403,2025-10-17 07:21:02.755512109,4592,27428,167.93,0.3023
5404,2026-01-24 00:51:42.297188526,4593,27431,86.94,0.1565
5405,2026-01-28 08:18:54.125412019,4595,27447,174.07,0.3133
5406,2026-01-09 16:58:11.413113623,4596,27449,338.72,0.6097
5407,2026-01-22 04:28:10.958218008,4597,27456,74.45,0.134
5408,2026-01-14 22:38:14.275860254,4598,27462,338.41,0.6091
5409,2025-12-27 06:40:26.434833410,4599,27467,95.85,0.1725
5410,2025-12-15 16:20:44.717953564,4599,27469,33.12,0.0596
5411,2026-01-24 21:26:36.758819334,4600,27473,136.7,0.2461
5412,2026-01-16 20:51:53.775018878,4600,27474,108.83,0.1959
5413,2026-01-09 07:09:45.856956575,4600,27476,129.09,0.2324
5414,2025-12-14 22:58:45.717619175,4604,27498,48.76,0.0878
5415,2025-11-04 11:18:57.066642818,4604,27501,6.64,0.012
5416,2026-01-14 19:06:34.071321161,4605,27502,300.24,0.5404
5417,2026-01-17 08:38:49.963811344,4605,27509,414.7,0.7465
5418,2025-12-30 13:52:56.636074151,4606,27515,69.59,0.1253
5419,2025-12-29 10:33:39.504201739,4606,27516,75.74,0.1363
5420,2026-01-24 20:53:39.189617776,4608,27527,86.31,0.1554
5421,2026-01-02 05:16:11.118888148,4609,27536,148.91,0.268
5422,2026-01-16 09:32:35.184306717,4609,27538,25.84,0.0465
5423,2026-01-24 11:45:34.578248630,4610,27539,142.87,0.2572
5424,2025-10-28 19:34:24.429031581,4612,27551,114.34,0.2058
5425,2025-11-01 06:38:09.503012641,4613,27554,358.78,0.6458
5426,2025-10-23 15:21:51.168570504,4613,27555,26.09,0.047
5427,2025-11-26 12:52:07.783812945,4613,27556,327.16,0.5889
5428,2025-12-11 12:33:10.444238678,4613,27557,761.9,1.3714
