deposit_id,deposit_ts,user_id,session_id,amount
10609,2025-11-25 20:51:43.449740758,5622,33588,48.23
10610,2025-12-30 19:42:59.865914215,5622,33589,954.43
10611,2026-01-05 07:20:45.077038538,5622,33590,111.84
10612,2025-12-23 04:41:18.411915905,5622,33593,210.42
10613,2026-01-28 18:22:56.447036269,5623,33603,159.77
10614,2026-01-28 23:09:50.064657195,5623,33606,117.48
10615,2025-11-26 11:21:59.657341099,5624,33611,65.65
10616,2025-12-22 09:50:27.125443640,5624,33612,287.6
10617,2025-12-02 21:49:34.683333236,5626,33621,497.5
10618,2025-12-13 14:48:15.869623633,5626,33622,97.13
10619,2026-01-11 04:21:29.903141762,5627,33624,102.64
10620,2026-01-23 16:58:55.047164569,5627,33626,34.18
10621,2026-01-25 02:13:22.030582236,5627,33628,222.64
10622,2026-01-10 13:40:16.500923111,5627,33630,112.94
10623,2026-01-10 22:53:18.448828717,5627,33631,21.67
10624,2025-12-14 10:15:26.160340159,5628,33633,234.19
10625,2026-01-06 13:23:50.032874398,5628,33635,59.77
10626,2025-12-22 18:35:07.776309443,5628,33643,460.58
10627,2025-11-22 11:50:13.347155417,5629,33644,80.43
10628,2025-11-28 04:11:01.912342403,5629,33650,198.65
10629,2026-01-24 03:57:20.357840297,5630,33651,492.01
10630,2025-12-29 19:03:42.506110879,5630,33652,143.17
10631,2026-01-17 16:36:49.033302690,5630,33653,28.85
10632,2025-12-02 13:16:31.037036452,5631,33660,345.66
10633,2026-01-28 18:56:33.444385121,5632,33666,420.1
10634,2026-01-27 13:43:38.546636530,5632,33667,28.85
10635,2025-12-13 01:42:23.767887958,5633,33670,455.17
10636,2025-12-08 01:06:28.866897250,5633,33671,967.25
10637,2026-01-26 01:47:04.537837605,5634,33678,571.68
10638,2026-01-28 21:31:59.002071194,5636,33683,162.28
10639,2026-01-28 11:38:09.312526657,5636,33686,1964.15
10640,2026-01-11 19:36:48.520100282,5637,33690,302.01
10641,2026-01-23 23:07:47.975396122,5637,33691,782.33
10642,2026-01-18 11:35:31.574940624,5637,33694,213.68
10643,2025-12-21 07:47:03.989393671,5638,33695,39.35
10644,2025-12-30 15:34:20.172964247,5639,33701,149.06
10645,2026-01-22 00:16:50.086381659,5639,33704,83.22
10646,2026-01-15 17:35:22.410642352,5639,33706,50.53
10647,2026-01-28 05:47:39.445439386,5640,33708,65.56
10648,2026-01-24 08:42:38.133247630,5640,33711,105.28
10649,2026-01-26 14:01:31.810731943,5640,33715,161.98
10650,2026-01-05 09:48:06.858147525,5641,33718,785.96
10651,2026-01-14 08:39:01.716892771,5641,33722,259.88
10652,2026-01-04 04:57:15.984176559,5642,33726,258.65
10653,2026-01-04 14:16:47.963722208,5642,33727,103.52
10654,2026-01-25 18:34:23.058800424,5643,33729,112.01
10655,2026-01-23 05:46:32.529163604,5643,33730,247.48
10656,2026-01-26 23:01:22.683216910,5644,33737,38.56
10657,2025-10-19 23:35:00.349261083,5645,33745,95.2
10658,2026-01-14 21:49:44.502073807,5646,33751,383.07
10659,2025-12-14 05:36:22.392682709,5646,33753,740.96
10660,2025-12-19 05:36:31.482086205,5647,33756,60.07
10661,2025-12-19 09:25:08.628011914,5647,33760,76.19
10662,2025-12-19 08:09:13.492882317,5649,33771,145.44
10663,2025-12-25 07:18:51.785664803,5651,33778,90.1
10664,2026-01-20 02:20:47.757429794,5652,33779,511.95
10665,2026-01-23 10:43:17.335597463,5653,33789,229.2
10666,2026-01-09 15:36:49.214630153,5653,33790,180.42
10667,2026-01-09 17:04:22.250269130,5653,33791,480.33
10668,2026-01-18 13:48:30.946839392,5653,33792,35.33
10669,2025-11-14 00:33:38.123126758,5654,33797,16.63
10670,2025-10-15 21:25:54.454862971,5654,33798,714.79
10671,2026-01-15 03:18:43.430339848,5655,33801,285.23
10672,2025-12-23 16:03:58.120020243,5655,33802,144.25
10673,2025-11-27 01:46:11.786646469,5655,33804,336.16
10674,2026-01-26 22:42:21.367581194,5656,33808,174.56
10675,2026-01-02 02:32:35.111677919,5657,33813,170.28
10676,2026-01-04 22:56:01.735253242,5657,33814,99.35
10677,2026-01-27 03:42:57.631207058,5659,33823,97.89
10678,2025-12-20 14:29:28.462016386,5661,33828,42.58
10679,2026-01-17 10:59:43.392451045,5661,33829,554.12
10680,2026-01-09 03:16:33.794878913,5662,33830,92.82
10681,2025-11-10 14:41:31.736719464,5662,33832,81.64
10682,2025-11-24 19:26:04.529697128,5662,33834,163.1
10683,2026-01-24 12:12:41.477481798,5663,33841,489.5
10684,2026-01-01 21:25:53.921386765,5664,33844,112.86
10685,2025-11-20 03:34:52.346150340,5664,33845,302.01
10686,2026-01-21 22:19:06.678063040,5665,33847,970.77
10687,2026-01-26 10:37:16.136789182,5665,33851,535.88
10688,2026-01-22 23:57:07.270997021,5665,33852,24.2
10689,2026-01-18 09:21:07.166342450,5668,33863,1216.94
10690,2025-12-28 17:08:01.448321789,5668,33865,68.36
10691,2026-01-26 15:29:08.916784136,5670,33876,69.9
10692,2025-12-16 23:24:26.682671489,5670,33877,1996.37
10693,2025-12-30 22:12:20.309398458,5670,33878,121.98
10694,2026-01-12 21:39:33.608510226,5670,33879,276.92
10695,2026-01-16 16:45:49.137349059,5671,33881,135.12
10696,2026-01-19 03:54:31.562184153,5671,33882,477.73
10697,2026-01-21 08:53:01.096923321,5671,33885,1014.26
10698,2026-01-09 20:02:27.207969529,5671,33886,264.29
10699,2025-12-16 20:24:31.434850498,5672,33887,198.97
10700,2026-01-19 21:22:20.070050091,5672,33888,158.76
10701,2026-01-14 23:18:13.858139099,5672,33889,200.53
10702,2025-11-27 11:35:26.541236436,5672,33890,125.34
10703,2026-01-10 05:58:22.245329197,5673,33892,1178.44
10704,2025-12-10 08:58:27.183173181,5674,33895,374.14
10705,2026-01-28 04:57:09.443499547,5674,33896,265.58
10706,2026-01-05 06:27:42.007391126,5674,33897,1088.62
10707,2026-01-11 21:22:52.610891498,5675,33909,962.03
10708,2026-01-14 21:49:18.392080292,5676,33913,37.19
10709,2025-11-15 12:06:29.962720579,5676,33914,89.55
10710,2025-12-20 03:28:26.240857317,5676,33915,288.2
10711,2025-12-19 22:37:13.960275635,5676,33916,343.05
10712,2025-11-24 07:46:01.476824463,5676,33917,249.18
10713,2026-01-09 18:26:50.979246524,5677,33920,291.24
10714,2026-01-24 22:22:39.720498697,5677,33922,89.34
10715,2025-12-27 15:59:56.783885149,5677,33924,47.0
10716,2026-01-11 05:03:04.861713550,5677,33927,149.4
10717,2025-12-30 06:07:09.734437803,5677,33928,182.28
10718,2026-01-16 00:32:17.899813578,5678,33929,205.76
10719,2026-01-27 04:05:52.068685215,5678,33930,105.96
10720,2025-12-14 06:03:38.989517933,5678,33931,649.47
10721,2026-01-16 21:12:00.892742432,5678,33933,91.7
10722,2025-12-08 01:39:44.576816952,5678,33935,1500.51
10723,2025-11-27 22:55:17.333029239,5679,33936,149.33
10724,2025-11-21 17:58:21.163960583,5679,33942,122.99
10725,2025-12-22 10:29:25.400371723,5680,33944,67.33
10726,2026-01-04 01:53:13.061967427,5680,33945,166.96
10727,2026-01-16 04:38:23.281213699,5680,33946,280.68
10728,2025-12-20 21:27:49.510624132,5680,33948,270.9
10729,2026-01-04 15:50:35.238690929,5681,33960,331.16
10730,2026-01-11 16:35:56.319369585,5682,33964,229.53
10731,2026-01-02 00:11:51.219195456,5682,33966,931.44
10732,2026-01-23 07:31:18.830759896,5683,33973,114.8
10733,2025-12-12 03:15:14.941489750,5684,33978,1091.32
10734,2025-12-11 21:34:24.402051555,5685,33991,184.83
10735,2026-01-28 18:12:35.649310764,5687,33997,308.74
10736,2026-01-28 20:23:58.564095610,5687,33998,676.34
10737,2026-01-28 16:27:28.123839521,5687,33999,152.81
10738,2025-12-17 17:01:48.467852034,5688,34001,56.51
10739,2025-12-18 01:11:45.132591249,5689,34003,687.56
10740,2025-12-22 08:02:31.690279517,5689,34004,720.21
10741,2025-10-25 10:18:28.035516967,5690,34008,263.06
10742,2026-01-07 21:27:28.526828591,5690,34009,64.91
10743,2026-01-21 07:26:04.077521574,5691,34014,33.17
10744,2025-12-23 02:57:18.260010808,5691,34015,259.38
10745,2025-12-27 00:20:17.327942935,5691,34016,99.96
10746,2026-01-11 07:06:45.296029735,5691,34017,104.45
10747,2026-01-28 11:13:28.240925489,5691,34018,63.46
10748,2025-12-30 19:56:02.194917063,5691,34020,108.54
10749,2025-12-05 19:35:19.878446870,5692,34021,270.56
10750,2026-01-09 16:04:04.836856676,5692,34024,38.79
10751,2025-12-26 08:35:00.034522746,5692,34027,138.34
10752,2025-12-21 20:15:01.224016317,5692,34029,376.85
10753,2026-01-06 14:17:05.383575044,5693,34030,323.28
10754,2026-01-23 01:23:35.717338597,5693,34031,201.19
10755,2026-01-24 23:49:55.454010613,5694,34040,68.89
10756,2025-12-27 21:00:12.648007843,5695,34049,185.11
10757,2025-12-19 09:32:49.160297477,5696,34053,58.05
10758,2026-01-08 19:41:14.428690912,5697,34054,400.26
10759,2026-01-03 00:32:31.985479376,5697,34058,286.4
10760,2026-01-13 18:25:39.052955094,5697,34062,218.98
10761,2025-11-07 15:40:07.071495043,5699,34068,98.71
10762,2025-12-13 20:08:44.300430236,5699,34069,44.38
10763,2026-01-15 16:10:25.663276107,5700,34076,188.56
10764,2025-12-27 15:11:36.980218470,5700,34078,183.0
10765,2026-01-21 10:52:08.973988158,5700,34079,455.33
10766,2025-10-31 04:34:15.271455518,5701,34080,84.05
10767,2025-10-19 19:05:46.967367898,5701,34083,151.72
10768,2026-01-11 21:33:22.769700469,5701,34084,527.81
10769,2025-12-25 10:12:39.066438637,5701,34085,205.87
10770,2025-12-27 09:02:58.592862565,5703,34089,426.5
10771,2026-01-28 09:41:46.188062288,5703,34090,149.63
10772,2026-01-28 21:09:04.270904354,5703,34091,131.64
10773,2025-10-27 04:53:00.875603941,5703,34092,643.49
10774,2025-12-02 10:36:47.855899932,5704,34095,47.64
10775,2025-12-01 06:01:08.465413408,5704,34096,385.51
10776,2025-12-25 18:02:05.704497825,5705,34099,96.54
10777,2025-12-23 09:51:29.056318219,5705,34100,129.32
10778,2026-01-07 20:54:07.495882344,5705,34102,215.61
10779,2026-01-20 22:19:30.725514581,5705,34103,117.59
10780,2026-01-28 18:45:32.844586429,5706,34106,65.1
10781,2026-01-25 02:14:34.668763373,5707,34111,30.99
10782,2025-12-29 10:44:16.987862467,5707,34112,637.04
10783,2025-11-23 08:54:57.658245714,5708,34115,31.54
10784,2026-01-02 18:05:29.975471819,5708,34116,49.49
10785,2026-01-27 00:52:28.286758288,5708,34117,333.96
10786,2026-01-27 01:23:15.471196955,5708,34118,53.57
10787,2025-12-20 10:07:26.953190402,5708,34119,69.2
10788,2026-01-05 18:04:22.777229804,5710,34125,142.63
10789,2025-12-31 20:00:01.931743120,5711,34130,55.34
10790,2026-01-27 05:23:10.526054776,5711,34131,290.28
10791,2025-12-26 17:34:59.654514039,5712,34134,142.94
10792,2025-12-28 22:47:32.491082145,5712,34136,52.36
10793,2026-01-20 18:04:11.678965979,5712,34138,43.68
10794,2026-01-25 07:53:12.911211014,5712,34139,84.16
10795,2026-01-07 22:13:31.567764634,5714,34143,140.45
10796,2026-01-06 11:05:24.519716563,5715,34147,1296.5
10797,2026-01-26 21:05:02.892167964,5715,34150,540.74
10798,2026-01-05 02:49:04.439569160,5715,34151,137.22
10799,2025-11-29 23:54:48.981369948,5716,34156,64.72
10800,2025-12-29 14:20:41.684647390,5716,34157,178.42
10801,2026-01-09 16:22:59.984806421,5716,34158,323.55
10802,2025-12-16 18:10:49.852726535,5717,34160,215.51
10803,2025-12-24 21:54:22.747165048,5718,34163,364.23
10804,2025-12-30 06:53:06.242078529,5718,34164,84.1
10805,2025-11-13 14:42:39.836534159,5719,34167,89.26
10806,2025-12-04 22:08:11.966808876,5720,34170,314.78
10807,2025-10-13 07:58:30.271915292,5720,34171,751.23
10808,2025-12-30 07:30:17.943069573,5720,34173,234.34
10809,2026-01-16 04:23:12.382699580,5720,34174,886.4
10810,2026-01-13 14:23:48.612921824,5721,34177,104.02
10811,2026-01-22 02:56:29.084031807,5721,34179,445.85
10812,2026-01-23 21:16:35.258900285,5721,34180,226.89
10813,2026-01-20 03:57:47.600665210,5721,34181,178.75
10814,2026-01-28 12:01:41.709216755,5721,34182,224.71
10815,2026-01-04 13:36:40.900043681,5722,34185,223.22
10816,2025-12-09 20:02:19.330836165,5723,34193,159.3
10817,2026-01-17 01:20:11.362386865,5724,34196,617.97
10818,2026-01-14 10:27:34.133016628,5726,34204,121.43
10819,2026-01-28 19:01:10.351891853,5726,34205,102.61
10820,2025-11-17 18:05:30.106925804,5726,34207,87.43
10821,2025-12-22 15:08:33.594669111,5727,34214,374.17
10822,2025-12-26 03:39:33.186641377,5728,34217,31.44
10823,2026-01-20 14:22:13.943924439,5728,34218,794.65
10824,2025-12-20 20:27:30.948524155,5728,34222,148.07
10825,2025-12-02 09:30:24.689833971,5728,34223,117.45
10826,2025-12-10 09:41:14.551783232,5729,34230,30.79
10827,2025-12-23 01:36:24.318258207,5730,34231,62.43
10828,2025-10-29 21:39:07.969576617,5730,34232,352.11
10829,2026-01-17 16:34:38.121894012,5730,34234,112.69
10830,2025-11-07 12:00:30.868974884,5730,34235,337.06
10831,2025-12-11 09:29:05.593210533,5732,34239,419.47
10832,2025-12-31 14:50:20.359385724,5733,34244,701.34
10833,2026-01-26 15:20:58.654817982,5733,34248,620.32
10834,2025-11-21 07:47:44.612138814,5733,34249,60.98
10835,2026-01-27 20:23:17.774991497,5734,34253,47.65
10836,2025-11-07 08:26:34.043202592,5735,34262,126.77
10837,2026-01-26 13:53:49.853447793,5736,34263,867.87
10838,2026-01-26 03:49:30.261831320,5736,34266,39.81
10839,2026-01-22 01:53:24.670216418,5736,34268,304.96
10840,2026-01-24 22:41:53.557992871,5736,34269,353.42
10841,2026-01-27 02:55:01.128967457,5737,34275,818.22
10842,2026-01-13 15:31:57.494525271,5737,34277,210.92
10843,2025-12-18 15:30:00.694260448,5738,34284,209.63
10844,2025-11-28 03:07:48.867151321,5740,34294,210.96
10845,2025-11-19 04:04:07.094525457,5740,34295,130.85
10846,2025-12-30 11:54:00.027939387,5740,34298,118.07
10847,2025-12-22 02:25:21.275107078,5741,34300,62.81
10848,2025-12-15 03:48:48.327077340,5741,34301,7.15
10849,2025-12-11 07:19:37.819122850,5741,34302,161.84
10850,2026-01-22 11:35:19.597366884,5741,34303,62.81
10851,2026-01-25 01:41:55.545254067,5741,34304,387.01
10852,2025-12-20 20:13:51.185401032,5741,34307,570.68
10853,2026-01-27 03:19:04.934240271,5741,34308,129.94
10854,2026-01-20 18:28:41.002121487,5742,34310,263.0
10855,2026-01-25 16:20:02.143602163,5743,34317,133.12
10856,2026-01-16 22:50:45.078805116,5743,34318,34.29
10857,2026-01-04 05:27:00.060733577,5744,34323,49.01
10858,2025-12-25 00:07:34.715594195,5744,34325,287.17
10859,2025-12-06 23:17:41.561395544,5744,34327,182.92
10860,2026-01-23 15:08:52.606090364,5745,34329,16.66
10861,2026-01-22 20:05:13.461208873,5747,34333,60.3
10862,2025-12-17 20:21:59.103024192,5748,34335,174.14
10863,2025-12-11 06:15:51.670553475,5748,34337,182.05
10864,2026-01-02 00:17:01.984184532,5749,34339,206.69
10865,2025-12-27 15:34:33.168883653,5749,34341,45.87
10866,2025-12-24 23:11:53.621671069,5750,34346,89.4
10867,2026-01-11 00:30:48.826617185,5750,34348,151.21
10868,2026-01-20 08:55:19.892193502,5751,34353,79.94
10869,2026-01-07 22:08:15.865192634,5751,34354,1968.43
10870,2026-01-10 10:01:12.185972404,5751,34357,1390.54
10871,2026-01-25 22:24:52.231397781,5752,34358,151.25
10872,2025-10-26 06:41:31.193911959,5752,34360,323.71
10873,2026-01-16 09:39:55.672482400,5752,34361,1246.69
10874,2025-12-14 00:54:11.530867409,5753,34367,59.3
10875,2026-01-24 22:20:29.743271966,5753,34368,164.24
10876,2026-01-16 23:32:45.508977441,5753,34369,158.06
10877,2026-01-05 16:00:29.598393160,5753,34370,209.8
10878,2025-11-25 21:57:25.712070080,5754,34372,81.5
10879,2025-10-20 22:25:56.414313246,5754,34373,277.9
10880,2025-11-08 23:54:37.148453102,5754,34374,119.99
10881,2025-12-27 07:33:21.056146693,5755,34377,85.29
10882,2025-12-21 01:22:00.267712338,5755,34381,94.89
10883,2026-01-21 04:45:15.297066268,5756,34385,733.02
10884,2025-11-09 21:07:05.253891799,5757,34388,303.7
10885,2025-11-04 20:23:00.067805936,5757,34393,35.07
10886,2026-01-23 23:08:46.316202467,5759,34402,196.47
10887,2026-01-07 23:49:03.474704624,5759,34403,170.5
10888,2026-01-08 17:31:35.938561777,5759,34405,142.89
10889,2026-01-09 01:58:00.863504929,5759,34408,1510.49
10890,2026-01-05 05:51:47.723571468,5760,34412,276.96
10891,2026-01-16 17:00:17.837155865,5760,34414,106.59
10892,2025-12-27 09:47:54.170450818,5761,34416,60.98
10893,2026-01-21 20:07:36.381438340,5761,34417,258.24
10894,2025-12-26 10:19:47.990188106,5762,34430,312.99
10895,2025-12-17 21:50:46.253217563,5762,34433,204.7
10896,2026-01-27 06:06:13.128498697,5763,34435,279.84
10897,2026-01-26 14:58:59.270879176,5763,34436,139.3
10898,2026-01-19 22:12:26.169305737,5764,34438,35.91
10899,2026-01-23 19:52:23.903557398,5765,34445,704.61
10900,2026-01-21 19:16:32.908955974,5765,34446,195.83
10901,2026-01-22 12:39:39.360197943,5765,34448,391.43
10902,2026-01-26 12:50:32.097091334,5766,34450,1172.31
10903,2025-12-12 04:27:26.857418011,5766,34454,483.05
10904,2026-01-13 10:06:16.060145247,5766,34456,94.26
10905,2025-12-23 21:58:55.055513475,5766,34458,50.34
10906,2026-01-15 19:31:58.100868435,5769,34471,249.53
10907,2025-12-10 08:32:09.800137100,5770,34473,157.23
10908,2026-01-24 23:51:08.908871380,5770,34475,116.38
10909,2026-01-04 04:55:53.332797085,5770,34476,239.02
10910,2025-12-31 08:32:25.495634750,5771,34481,266.9
10911,2026-01-01 08:24:30.733002403,5771,34482,141.07
10912,2025-12-23 09:00:21.365119457,5771,34486,659.48
10913,2026-01-16 04:49:22.618421944,5771,34487,208.23
10914,2025-12-22 18:04:56.245527565,5771,34489,607.83
10915,2025-12-30 13:15:10.834924269,5773,34493,704.48
10916,2026-01-17 22:08:26.365506346,5773,34494,63.26
10917,2025-12-30 08:30:50.097029167,5773,34496,622.4
10918,2025-12-29 19:34:23.992881891,5774,34500,219.86
10919,2025-11-24 05:45:00.199037562,5774,34502,250.24
10920,2025-12-19 14:51:41.701872005,5776,34506,88.23
10921,2026-01-12 10:55:22.697827694,5776,34507,462.38
10922,2026-01-22 00:32:13.433414268,5776,34508,104.96
10923,2026-01-05 07:28:25.091334523,5776,34509,118.01
10924,2025-11-28 16:29:16.720248853,5777,34512,94.53
10925,2025-11-10 22:07:06.634365239,5778,34514,679.15
10926,2026-01-16 12:35:39.336600487,5778,34515,516.06
10927,2025-12-15 00:44:55.892481084,5779,34520,84.83
10928,2026-01-12 14:18:34.627816497,5779,34523,65.9
10929,2025-12-11 05:02:18.498411734,5781,34528,135.0
10930,2026-01-28 14:39:38.892637525,5782,34537,64.44
10931,2026-01-10 00:58:56.968251330,5783,34540,190.64
10932,2026-01-15 07:26:17.095493650,5784,34543,396.37
10933,2026-01-13 01:10:04.004314762,5785,34552,75.09
10934,2025-11-21 03:13:59.317582582,5786,34556,68.32
10935,2025-11-04 03:59:26.529759560,5786,34560,61.82
10936,2025-11-20 08:28:23.876177294,5786,34563,65.69
10937,2026-01-27 07:26:10.234634249,5788,34568,265.89
10938,2026-01-21 08:09:10.579702136,5788,34569,755.79
10939,2026-01-26 22:14:54.809916142,5788,34574,89.0
10940,2025-11-06 05:51:14.764319904,5789,34577,31.14
10941,2025-12-27 19:24:20.165281185,5789,34578,301.46
10942,2025-12-15 09:08:27.884460387,5790,34582,186.5
10943,2025-12-17 13:03:27.816045428,5790,34584,127.83
10944,2025-12-26 05:14:25.310483928,5792,34592,600.59
10945,2025-12-29 23:31:39.219523143,5793,34596,537.3
10946,2025-12-13 09:36:21.419018384,5793,34597,318.65
10947,2026-01-02 11:55:56.289351842,5794,34598,277.25
10948,2025-11-07 01:44:44.299340255,5794,34602,1022.1
10949,2025-12-27 23:48:36.380398499,5796,34608,80.47
10950,2025-11-16 12:34:36.964607799,5796,34609,480.62
10951,2025-11-08 23:50:48.347877837,5796,34610,580.95
10952,2025-12-27 11:03:59.035795353,5796,34615,279.29
10953,2025-12-13 11:06:27.725052762,5796,34616,43.15
10954,2026-01-23 09:42:35.342651536,5797,34617,28.93
10955,2026-01-21 08:10:52.652211828,5798,34623,214.02
10956,2026-01-12 21:49:55.306613079,5798,34628,81.4
10957,2026-01-11 02:07:39.964405925,5798,34629,492.66
10958,2025-10-16 21:17:06.240623312,5799,34630,366.11
10959,2025-10-23 13:43:20.499697590,5800,34635,42.85
10960,2025-12-12 09:47:42.147746627,5800,34636,171.18
10961,2025-11-25 09:23:39.613650933,5801,34638,17.24
10962,2025-12-19 20:53:54.537524351,5802,34644,336.27
10963,2026-01-02 19:00:22.547455220,5802,34649,194.16
10964,2026-01-22 17:34:37.175062829,5803,34658,27.35
10965,2026-01-17 16:32:52.342224624,5803,34659,634.37
10966,2026-01-18 00:45:34.095789843,5803,34660,420.39
10967,2026-01-19 07:44:12.232489213,5803,34661,210.19
10968,2026-01-14 05:20:30.527428008,5804,34665,759.36
10969,2026-01-20 05:33:59.755339044,5804,34666,156.28
10970,2025-12-20 10:34:49.438237421,5804,34667,625.95
10971,2026-01-22 19:44:55.580923492,5805,34669,46.83
10972,2026-01-25 16:20:52.028899851,5805,34671,87.73
10973,2025-11-02 05:57:23.193107960,5806,34673,197.44
10974,2026-01-06 16:44:17.698472592,5806,34675,292.89
10975,2026-01-27 21:44:01.932095437,5806,34678,105.34
10976,2025-11-19 04:39:37.052990863,5806,34679,478.99
10977,2025-12-27 08:25:55.682340426,5807,34681,76.04
10978,2026-01-08 23:33:01.183116350,5807,34682,675.92
10979,2025-12-21 08:56:13.673005436,5808,34686,363.34
10980,2025-12-04 19:33:34.102896705,5810,34695,492.93
10981,2026-01-10 04:59:29.774241784,5811,34702,61.66
10982,2026-01-22 09:04:57.175020831,5811,34704,1941.97
10983,2025-12-29 04:29:15.782543854,5811,34705,63.24
10984,2025-12-11 03:00:31.329564190,5811,34706,21.83
10985,2025-11-25 19:32:01.092774397,5811,34707,274.73
10986,2026-01-22 20:49:08.672037357,5813,34714,110.39
10987,2026-01-27 13:15:09.011330983,5813,34716,389.73
10988,2026-01-26 13:16:31.897180769,5813,34719,83.35
10989,2025-12-22 01:29:35.287986840,5815,34726,12.81
10990,2025-12-15 13:59:18.103194080,5816,34729,116.56
10991,2025-12-09 04:16:55.784830494,5817,34730,44.11
10992,2025-11-18 06:55:00.696627685,5821,34747,118.49
10993,2025-12-25 00:31:11.085162496,5821,34748,50.03
10994,2026-01-21 23:46:50.739536092,5822,34759,841.44
10995,2026-01-19 19:01:09.351304615,5822,34760,808.82
10996,2026-01-28 06:48:29.778984580,5822,34761,84.74
10997,2026-01-21 11:53:04.061611921,5822,34763,65.94
10998,2025-12-18 04:15:01.441160138,5823,34767,1055.73
10999,2025-11-15 06:14:39.040057679,5823,34771,212.32
11000,2025-12-15 15:18:40.850768844,5824,34773,108.38
11001,2026-01-09 13:10:48.327589157,5825,34778,550.17
11002,2025-12-29 06:57:21.660143466,5826,34783,55.66
11003,2025-12-15 02:47:49.095482007,5826,34784,650.38
11004,2026-01-15 02:24:37.297046014,5826,34785,58.99
11005,2025-11-20 05:11:32.161530567,5827,34792,159.02
11006,2025-12-11 03:44:26.726708347,5828,34794,226.03
11007,2025-11-16 01:21:29.579418479,5828,34796,590.68
11008,2025-10-26 03:37:24.144495169,5829,34797,236.54
11009,2026-01-23 13:33:31.285548340,5829,34800,105.03
11010,2026-01-28 10:06:32.835175856,5830,34804,324.25
11011,2026-01-28 12:06:42.297673578,5830,34805,67.81
11012,2026-01-28 08:22:53.571598470,5830,34809,178.45
11013,2026-01-28 13:58:20.507622490,5830,34812,63.89
11014,2026-01-12 15:59:20.673902670,5831,34814,278.53
11015,2026-01-06 01:21:17.891027327,5832,34815,20.67
11016,2026-01-14 13:14:46.067973842,5832,34816,68.52
11017,2025-12-04 10:25:23.500198792,5833,34822,35.19
11018,2026-01-10 01:20:26.216103912,5833,34823,77.34
11019,2026-01-28 06:41:07.832564203,5833,34825,213.6
11020,2025-12-31 14:05:23.864985724,5835,34830,810.37
11021,2026-01-05 18:26:02.485209513,5835,34833,55.13
11022,2025-12-30 09:49:19.017056512,5835,34834,354.7
11023,2025-12-28 08:05:20.424557595,5836,34838,339.75
11024,2025-11-23 01:39:02.350078716,5836,34839,83.1
11025,2026-01-28 15:10:19.391586497,5836,34840,54.19
11026,2025-11-25 01:20:33.440710916,5836,34842,661.96
11027,2025-12-17 23:44:03.136572573,5836,34843,592.03
11028,2026-01-07 21:41:08.322606950,5836,34845,210.71
11029,2026-01-16 21:31:46.602348617,5836,34846,35.34
11030,2026-01-27 07:57:42.309747139,5838,34852,93.23
11031,2026-01-27 03:23:08.070360549,5839,34859,301.16
11032,2025-11-22 02:51:15.353032088,5839,34860,204.0
11033,2026-01-26 02:46:34.262526220,5841,34871,182.3
11034,2026-01-22 01:11:25.301781431,5841,34872,565.56
11035,2026-01-24 05:18:35.985082809,5841,34875,42.51
11036,2026-01-25 22:25:29.770574819,5842,34877,171.09
11037,2026-01-27 10:15:57.412002062,5842,34880,71.52
11038,2026-01-28 18:51:03.023993940,5842,34883,365.66
11039,2025-11-06 00:52:04.094423742,5843,34890,64.19
11040,2026-01-24 21:54:09.369106666,5844,34894,243.79
11041,2026-01-20 11:51:23.149439762,5845,34901,95.61
11042,2026-01-05 12:14:51.209248796,5845,34902,328.62
11043,2026-01-13 15:17:17.917884789,5845,34903,284.56
11044,2026-01-26 21:53:03.333366258,5845,34904,1090.94
11045,2026-01-04 16:19:18.272793344,5845,34905,199.05
11046,2025-11-26 09:54:34.305718349,5846,34908,563.66
11047,2026-01-16 10:43:53.109948714,5846,34913,169.48
11048,2025-12-19 14:07:39.574517271,5848,34921,136.62
11049,2026-01-24 12:22:27.285433248,5850,34931,258.62
11050,2025-12-27 03:44:18.481426412,5851,34937,164.0
11051,2025-12-21 08:34:57.919280594,5851,34941,131.51
11052,2025-12-04 20:37:39.882016209,5852,34947,65.74
11053,2025-12-03 01:35:59.417513951,5852,34948,61.19
11054,2026-01-13 14:20:05.445734594,5853,34952,198.65
11055,2026-01-05 10:54:10.479847595,5853,34953,550.1
11056,2026-01-17 02:03:15.824964083,5854,34954,27.82
11057,2026-01-27 09:21:45.201087843,5855,34961,130.87
11058,2026-01-02 21:57:28.855642906,5856,34964,1867.85
11059,2025-12-19 13:29:33.596072777,5856,34967,98.17
11060,2026-01-27 00:00:58.021096852,5857,34973,66.13
11061,2025-12-21 18:28:15.275192808,5857,34974,216.22
11062,2025-11-24 01:47:15.684035220,5858,34978,200.16
11063,2025-12-23 03:04:49.376482542,5860,34985,569.78
11064,2026-01-06 00:15:08.644770527,5860,34988,2232.19
11065,2026-01-23 10:51:01.370138119,5860,34990,401.75
11066,2025-12-29 21:13:42.800482479,5860,34992,105.99
11067,2026-01-19 20:03:43.251373920,5861,34999,155.92
11068,2025-12-22 08:39:01.027197845,5861,35001,57.57
11069,2025-12-24 07:07:56.308277673,5861,35004,498.26
11070,2025-11-19 07:42:29.154615910,5862,35007,672.53
11071,2025-12-03 17:33:01.043951399,5862,35008,191.6
11072,2025-12-27 15:21:13.444744523,5863,35009,90.98
11073,2025-12-22 17:32:06.546789520,5863,35012,446.2
